"PassengerId","HomePlanet","CryoSleep","Destination","Age","VIP","RoomService","FoodCourt","ShoppingMall","Spa","VRDeck","Name","Transported","Cabin_deck","Cabin_num","Cabin_side"
"4364_01","Earth","True","PSO J318.5-22",25,"False",0,0,0,0,0,"Dixiel Dawsoncis","True","G",720,"P"
"4365_01",NA,"False","TRAPPIST-1e",13,"False",552,247,0,4,0,"Edgary Kinson","False","F",898,"P"
"4366_01","Earth","False","PSO J318.5-22",15,"False",0,0,873,0,5,"Philda Ricks","True","F",899,"P"
"4367_01","Earth","True","55 Cancri e",37,"False",0,0,0,0,0,"Raceky Masquez","True","G",710,"S"
"4368_01","Mars","True","55 Cancri e",32,"False",0,0,0,0,0,"Smats Flate","True","F",900,"P"
"4369_01","Earth","False","TRAPPIST-1e",19,"False",857,0,0,0,0,"Ermank Benderez","False","F",820,"S"
"4370_01","Earth","False","TRAPPIST-1e",21,"False",3,1,0,1494,110,"Estina Vandan","False",NA,NA,NA
"4371_01","Europa","False","TRAPPIST-1e",27,"False",0,2717,0,0,986,"Mesatz Shricatory","True","C",158,"S"
"4371_02","Europa","False","55 Cancri e",39,"False",106,243,126,7,4967,"Taurak Shricatory","False","C",158,"S"
"4371_03",NA,"True","TRAPPIST-1e",22,"False",0,0,0,0,0,"Ranon Shricatory","True","C",158,"S"
"4371_04","Europa","False","TRAPPIST-1e",25,"False",0,4384,4285,812,360,"Canonon Shricatory","True","C",158,"S"
"4371_05","Europa","False","55 Cancri e",34,"False",NA,7221,0,288,2275,"Spurim Tionstious","True","C",158,"S"
"4372_01","Mars","True","TRAPPIST-1e",54,"False",0,0,0,0,0,"Halesh Birt","True","F",821,"S"
"4372_02","Mars","False","TRAPPIST-1e",42,"False",954,0,1,0,0,"Boats Sache","False","E",283,"S"
"4373_01","Earth","False","PSO J318.5-22",36,"False",735,0,2,0,0,"Russey Mejiarkerox","False","F",822,"S"
"4376_01","Earth","False","PSO J318.5-22",43,"False",0,168,3,0,452,"Karley Brownson","True","E",284,"S"
"4382_01","Earth","False","PSO J318.5-22",23,"False",65,94,0,0,445,"Nicey Alentonway","True","F",901,"P"
"4383_01","Europa","False","TRAPPIST-1e",57,"False",0,0,0,0,0,"Sheratz Dingauge","True","B",169,"S"
"4386_01","Europa","False","TRAPPIST-1e",54,"False",0,0,0,0,0,"","True","B",170,"S"
"4386_02","Europa","False","TRAPPIST-1e",51,"False",0,16455,885,0,363,"Thaldah Conachets","True","B",170,"S"
"4387_01","Mars","False","PSO J318.5-22",32,"False",192,0,441,18,0,"Apix Wala","False","F",902,"P"
"4388_01","Europa","False","TRAPPIST-1e",33,"False",0,0,0,0,0,"","True","B",171,"S"
"4390_01","Mars","True","TRAPPIST-1e",8,"False",0,0,0,0,0,"Jayrin Vloaf","True","F",903,"P"
"4390_02","Mars","True","TRAPPIST-1e",44,"False",0,0,0,0,0,"Grawk Vloaf","True","F",903,"P"
"4390_03","Mars","False","TRAPPIST-1e",27,"False",875,0,61,289,0,"Rants Vloaf","False","F",903,"P"
"4391_01","Earth","False","TRAPPIST-1e",48,"False",383,0,0,393,10,"Gerek Larks","True","F",904,"P"
"4392_01","Earth","False","55 Cancri e",13,"False",38,0,0,733,0,"Regana Steeletters","False","G",714,"S"
"4393_01","Earth","True","TRAPPIST-1e",5,"False",0,0,0,0,0,"Annah Cookson","False","G",722,"P"
"4393_02","Earth","False","TRAPPIST-1e",18,"False",754,0,34,0,0,"Thell Cookson","False","E",278,"P"
"4395_01","Earth","False","TRAPPIST-1e",23,"False",0,0,206,681,31,"Fayel Mcfarley","False","F",905,"P"
"4396_01","Earth","False","TRAPPIST-1e",23,"False",0,153,11,646,0,"Sallie Milton","False","G",715,"S"
"4397_01","Earth","True","PSO J318.5-22",35,"False",0,0,0,0,0,"Meline Foledges","True",NA,NA,NA
"4399_01","Earth","False","TRAPPIST-1e",25,"False",141,3,640,0,100,"All Wolferton","False","G",724,"P"
"4400_01","Mars","False","TRAPPIST-1e",32,"False",689,0,610,0,0,"Gibers Sepie","False","E",285,"S"
"4400_02","Mars","False","55 Cancri e",0,"False",0,0,0,0,0,"Conk Sepie","True","F",830,"S"
"4400_03","Mars","True",NA,5,"False",0,0,0,0,0,"Flyros Sepie","True","F",830,"S"
"4401_01","Earth",NA,"55 Cancri e",16,"False",0,0,0,0,0,"Tonyan Loverthyo","True","G",716,"S"
"4401_02","Earth","True","PSO J318.5-22",18,"False",0,0,0,0,0,"Eriana Loverthyo","True","G",716,"S"
"4402_01","Earth","True","PSO J318.5-22",29,"False",0,0,0,0,0,"Louisy Waderoachez","False","G",725,"P"
"4403_01","Earth","False","TRAPPIST-1e",55,"False",134,935,0,6,394,"Lina Peter","False","F",831,"S"
"4403_02","Earth","False",NA,41,"False",7,0,297,108,361,"Kylen Peter","False","G",717,"S"
"4404_01","Earth","False","TRAPPIST-1e",38,"False",NA,2,404,121,0,"Lis Scotterkins","False","G",726,"P"
"4405_01","Europa","True","TRAPPIST-1e",27,"False",0,0,0,0,0,"Wezna Unkepery","True","C",159,"S"
"4407_01","Earth","True","TRAPPIST-1e",55,"False",0,0,0,0,0,"Ericky Mejiarkerox","True","G",719,"S"
"4408_01","Mars","True","TRAPPIST-1e",75,"False",0,0,0,0,0,"Pich Knike","True","F",906,"P"
"4409_01","Europa","False","TRAPPIST-1e",50,"False",0,817,388,78,693,"Proxima Regmansidy","True","C",160,"S"
"4410_01","Earth","False","TRAPPIST-1e",23,"False",27,0,32,725,0,"Deandy Wolffy","False","G",720,"S"
"4411_01","Earth","False","PSO J318.5-22",37,"False",715,0,54,0,0,"Alendy Parsoney","True","G",721,"S"
"4413_01","Earth","False","TRAPPIST-1e",33,"False",0,0,232,0,622,"Loria Sweekstarks","False","G",722,"S"
"4415_01","Mars","False","TRAPPIST-1e",45,"False",941,281,36,12,39,"Froon Parta","False","F",833,"S"
"4416_01","Europa","True","55 Cancri e",47,"False",0,0,0,0,0,"Alramak Prearright","True","B",143,"P"
"4422_01","Europa","True","TRAPPIST-1e",13,"False",0,0,0,0,0,"Glueba Dinsprody","True","B",172,"S"
"4422_02","Europa","False","TRAPPIST-1e",29,"False",0,6338,0,1366,89,"Ranark Dinsprody","True","B",172,"S"
"4424_01","Mars","False","TRAPPIST-1e",19,"False",30,0,42,3565,7,"Kohs Pien","False","E",287,"S"
"4426_01","Mars","True","TRAPPIST-1e",30,"False",0,0,0,0,0,"Hinnan Fonie","True","F",835,"S"
"4427_01","Europa","False","55 Cancri e",39,"False",3,83,0,805,2983,"Coxaron Dedentive","False","D",141,"S"
"4427_02","Europa","False","TRAPPIST-1e",31,"False",0,46,0,209,2908,"Cheleon Dedentive","False","D",141,"S"
"4428_01","Europa","False","55 Cancri e",29,"False",0,11417,12,795,402,"Ranopus Ambleeve","True","C",162,"S"
"4429_01","Mars","False","TRAPPIST-1e",16,"False",546,90,23,513,0,"Dynx Boyst","False","E",288,"S"
"4430_01","Earth","False","PSO J318.5-22",18,"False",0,2,1513,0,0,"Ireen Robins","True","F",836,"S"
"4431_01","Earth","False","55 Cancri e",38,"False",8,0,1414,10,3,"Ryany Kenzierry","False","G",727,"P"
"4432_01","Earth","True","TRAPPIST-1e",50,"False",0,0,0,0,0,"Robyna Loway","False","G",728,"P"
"4433_01","Earth","True","PSO J318.5-22",21,"False",0,0,0,0,0,"Eriney Guerson","False","G",729,"P"
"4436_01","Earth","True","PSO J318.5-22",22,"False",0,0,0,0,0,"Lardy Jacobbinson","True","G",730,"P"
"4437_01","Earth","True","TRAPPIST-1e",20,"False",0,0,0,0,0,"Idacey Cartz","True","G",725,"S"
"4438_01","Mars","False","TRAPPIST-1e",36,"False",721,0,471,0,0,"Salros Wate","False","F",910,"P"
"4440_01",NA,"False","TRAPPIST-1e",23,"False",NA,282,0,0,71,"Aarone Sweett","True","F",911,"P"
"4441_01","Europa","True","55 Cancri e",31,"True",0,0,0,0,0,"Kabiton Clinarfork","True","B",144,"P"
"4441_02","Europa","True","TRAPPIST-1e",39,"False",0,0,0,0,0,"","True","B",144,"P"
"4441_03","Europa","False","55 Cancri e",50,"False",0,4558,0,1,267,"Weias Clinarfork","True","B",144,"P"
"4444_01","Earth","False","TRAPPIST-1e",40,"False",0,901,0,0,89,"Kenny Salez","False","E",291,"S"
"4445_01","Earth","False","TRAPPIST-1e",28,"False",8,0,77,560,0,"Naomie Bardson","False","F",912,"P"
"4446_01","Europa","False","TRAPPIST-1e",38,"False",2,114,771,3094,448,"Asellan Chocaters","False","B",175,"S"
"4446_02","Europa","False","TRAPPIST-1e",37,"False",0,3603,33,7113,1,"Fomamak Chocaters","False","B",175,"S"
"4446_03","Europa","True","55 Cancri e",59,"False",0,0,0,0,0,"Wasaton Chocaters","True","B",175,"S"
"4446_04","Europa","False","55 Cancri e",41,"False",35,6103,0,180,160,"Grum Chocaters","True","B",175,"S"
"4446_05","Europa","False","TRAPPIST-1e",33,"False",0,4017,NA,NA,2260,"Phah Chocaters","True","B",175,"S"
"4447_01","Earth","True","TRAPPIST-1e",54,"False",0,0,0,0,0,"Lyny Briggins","True",NA,NA,NA
"4448_01","Earth","False","TRAPPIST-1e",40,"False",0,0,2414,0,0,"Elody Flowensley","True","F",913,"P"
"4449_01","Mars","False","TRAPPIST-1e",43,"False",130,0,870,31,26,"Tyog Cla","True","D",142,"S"
"4450_01","Europa","True","55 Cancri e",26,"False",0,0,0,0,0,"Zaurah Clugete","True","C",140,"P"
"4450_02","Europa","False","55 Cancri e",65,"False",0,7194,0,6,NA,"Ranons Clugete","True","C",140,"P"
"4450_03","Europa","True","55 Cancri e",22,"False",0,0,0,0,0,"Genons Clugete","True","C",140,"P"
"4450_04","Europa","False","TRAPPIST-1e",28,"False",0,3627,0,31,3263,"Altar Clugete","False","C",140,"P"
"4451_01",NA,"True","TRAPPIST-1e",35,"False",0,0,0,0,0,"Poloos Jamad","True","F",914,"P"
"4452_01","Earth","True","TRAPPIST-1e",30,NA,0,0,0,0,0,"Lison Blace","True","G",727,"S"
"4453_01","Europa","False","TRAPPIST-1e",28,"False",0,2560,0,134,307,"Azhasim Inguel","False","D",149,"P"
"4456_01","Earth","False","TRAPPIST-1e",23,"False",0,10,159,NA,125,"Arl Wagnerray","True","F",916,"P"
"4457_01","Earth","False","TRAPPIST-1e",24,"False",698,0,51,2,4,"Milyn Nguerrettye","True","F",917,"P"
"4459_01","Earth","True","PSO J318.5-22",16,"False",0,0,0,0,0,"Arlen Jacostarks","True","G",733,"P"
"4461_01","Mars","True","TRAPPIST-1e",18,"False",0,0,0,0,0,"Annams Mellé","True","F",838,"S"
"4462_01","Earth","False","TRAPPIST-1e",20,"False",399,77,311,0,16,"Gillie Bullerson","False","F",918,"P"
"4463_01","Europa","True",NA,29,"False",0,0,0,0,0,"Maiam Boltund","True","B",145,"P"
"4463_02","Europa","True","TRAPPIST-1e",29,"False",0,0,0,0,0,"Ionium Boltund","True","B",145,"P"
"4464_01","Earth","False","TRAPPIST-1e",21,"False",0,0,0,0,0,"Sharie Morrodgers","False","G",728,"S"
"4465_01","Europa","True","TRAPPIST-1e",2,"False",0,0,0,0,0,"Aldhib Diabysid","False","A",54,"S"
"4465_02","Europa","False","TRAPPIST-1e",43,"False",31,76,0,1353,1713,"Terons Diabysid","False","A",54,"S"
"4465_03","Europa","False","TRAPPIST-1e",28,"False",0,1883,0,1,4560,"Gemmark Diabysid","False","A",54,"S"
"4466_01","Europa","False","55 Cancri e",31,"True",0,2461,0,51,2141,"Ainkard Crakete","False","A",40,"P"
"4467_01","Earth","False","TRAPPIST-1e",23,"False",36,18,670,0,32,"Moniey Hopperett","True","F",919,"P"
"4469_01","Europa","True","TRAPPIST-1e",26,"False",0,0,0,0,0,"Dabik Brakeded","True","B",146,"P"
"4469_02","Europa","False","55 Cancri e",43,"False",0,39,327,4643,85,"Coxan Windend","False","B",146,"P"
"4470_01","Earth","False","TRAPPIST-1e",28,"False",1549,0,5,0,0,"Emmax Baketton","False","F",839,"S"
"4472_01","Earth","False","PSO J318.5-22",24,"False",0,266,1455,59,0,"Colly Bartez","False","G",734,"P"
"4472_02","Earth","False","TRAPPIST-1e",27,"False",110,0,638,0,0,"Kerrie Bartez","False","F",920,"P"
"4473_01","Mars","False","55 Cancri e",13,"False",2244,31,507,0,142,"","False","F",841,"S"
"4473_02","Mars","False","TRAPPIST-1e",27,"False",994,0,26,1,0,"Terek Welte","False","E",292,"S"
"4474_01","Earth","True","TRAPPIST-1e",2,"False",0,0,0,0,0,"Helley Tuckers","True","G",730,"S"
"4474_02","Earth","True","TRAPPIST-1e",24,"False",0,0,0,0,0,"Stancy Garden","True","G",730,"S"
"4474_03","Earth","True","TRAPPIST-1e",2,"False",0,0,0,0,0,"Carita Tuckers","True","G",730,"S"
"4475_01","Europa","False","TRAPPIST-1e",50,"True",13,239,0,161,2355,"Wasaton Fairdised","False","A",55,"S"
"4475_02","Europa","True","55 Cancri e",27,"False",0,0,0,0,0,"Nesham Fairdised","True","A",55,"S"
"4476_01","Earth","False","TRAPPIST-1e",26,"False",1170,0,0,187,100,"Brancy Miranciash","False","F",921,"P"
"4477_01","Earth","False","55 Cancri e",31,"False",23,0,0,NA,17,"Thel Scheron","False","G",731,"S"
"4479_01","Mars","False","TRAPPIST-1e",28,"False",3559,0,NA,13,2,"Zelowl Sidie","False","D",150,"P"
"4482_01","Earth","False","55 Cancri e",4,"False",0,0,0,0,0,"Eillis Bartines","False","G",732,"S"
"4482_02","Earth","False","TRAPPIST-1e",9,"False",0,0,0,0,0,"Idave Anthompson","True","G",732,"S"
"4482_03","Earth","False","TRAPPIST-1e",0,"False",0,0,0,0,0,"Ally Bartines","True","G",732,"S"
"4482_04","Earth","True","TRAPPIST-1e",35,"False",0,0,0,0,0,"Evan Bartines","False","G",732,"S"
"4482_05","Earth","True","TRAPPIST-1e",3,"False",0,0,0,0,0,"Allia Bartines","True","G",732,"S"
"4483_01","Mars","False","TRAPPIST-1e",25,"False",1956,0,161,239,28,"Price Tepie","False","D",151,"P"
"4483_02","Mars","False","TRAPPIST-1e",63,"False",3087,0,60,2,0,"Fowoos Tepie","False","D",151,"P"
"4485_01","Mars","True","TRAPPIST-1e",34,"False",0,0,0,0,0,"Rooses Tirte","True","F",922,"P"
"4485_02","Mars","False","TRAPPIST-1e",35,"False",1219,0,1742,740,0,"Mos Tirte","False","F",922,"P"
"4486_01","Earth","True","TRAPPIST-1e",26,"False",0,0,0,0,0,"Janne Mccarry","True","G",733,"S"
"4487_01","Earth","False","TRAPPIST-1e",39,"False",0,3,0,802,49,"Tine Buckleinson","False","G",735,"P"
"4490_01","Europa","False","55 Cancri e",34,"False",0,337,1339,92,264,"Sadir Idlatchse","False","D",143,"S"
"4491_01","Europa","False","TRAPPIST-1e",36,"False",0,1013,1,16,2825,"Solark Filerst","False","B",148,"P"
"4492_01","Earth","True","TRAPPIST-1e",46,"False",0,0,0,0,0,"Ricke Nolds","True","G",736,"P"
"4493_01","Earth","False","TRAPPIST-1e",26,"False",42,65,895,407,0,"Sus Coolez","True","F",845,"S"
"4494_01","Mars","True","TRAPPIST-1e",28,"False",0,0,0,0,0,"Labix Weeke","True","F",846,"S"
"4496_01","Earth","False","55 Cancri e",20,"False",0,3080,7,0,67,"Frey Simsey","True","F",924,"P"
"4497_01","Earth","True","TRAPPIST-1e",35,"False",0,0,0,0,0,"Rician Loway","False","G",737,"P"
"4498_01","Earth","False","55 Cancri e",11,"False",0,0,0,0,0,"Valex Munozanson","False","G",734,"S"
"4498_02","Earth","True","PSO J318.5-22",14,"False",0,0,0,0,0,"Loise Beckeetter","False","G",734,"S"
"4498_03","Earth","True","PSO J318.5-22",4,"False",0,0,0,0,0,"Lorie Beckeetter","True","G",734,"S"
"4498_04","Earth","False","TRAPPIST-1e",11,"False",0,0,0,0,0,"Dandy Munozanson","False","G",734,"S"
"4498_05","Earth","True","TRAPPIST-1e",31,"False",0,0,0,0,0,"Karay Beckeetter","True","G",734,"S"
"4498_06","Earth","False","TRAPPIST-1e",15,"False",0,893,0,0,0,"Line Munozanson","True","G",734,"S"
"4498_07","Earth","False","TRAPPIST-1e",39,"False",0,2,0,69,836,"Dary Mallerez","False","G",734,"S"
"4498_08","Earth","False","TRAPPIST-1e",7,"False",0,0,0,0,0,"Kendy Munozanson","False","G",734,"S"
"4500_01","Earth","False","TRAPPIST-1e",24,"False",83,0,129,504,0,"Gaylah Mcdanield","False","F",847,"S"
"4501_01",NA,"True","TRAPPIST-1e",22,"False",0,0,0,0,0,"Eilace Castannison","True","G",735,"S"
"4502_01","Mars","True","TRAPPIST-1e",26,"False",0,0,0,0,0,"Triple Jamai","False","E",281,"P"
"4505_01","Europa","False","55 Cancri e",53,"False",0,864,49,39,2376,"Erraid Wirdley","True","C",165,"S"
"4505_02","Europa","False","TRAPPIST-1e",40,"False",2,76,0,201,NA,"Dabik Wirdley","False","C",165,"S"
"4506_01","Mars","False","TRAPPIST-1e",19,"False",160,0,889,0,0,"Bees Kashe","False","E",294,"S"
"4508_01","Mars","False","55 Cancri e",54,"False",433,0,867,19,1,"Bants Pepie","False","F",926,"P"
"4508_02","Mars","False","TRAPPIST-1e",21,"False",572,584,128,14,0,"Eet Pepie","False","E",283,"P"
"4508_03","Mars","False","TRAPPIST-1e",25,"False",1340,0,8,0,0,"Cornys Pepie","False","F",926,"P"
"4509_01","Mars","False","TRAPPIST-1e",48,"False",137,0,877,0,0,"Cats Sopie","True","E",295,"S"
"4509_02","Mars","False","PSO J318.5-22",41,"False",NA,0,1127,8,0,"Sunk Sopie","True","D",144,"S"
"4509_03","Mars","False","TRAPPIST-1e",13,"False",27,0,3246,0,0,"Ecco Sopie","True","D",144,"S"
"4510_01","Europa","False","TRAPPIST-1e",57,"False",0,0,0,0,0,"Gluinom Siviothy","True","B",177,"S"
"4511_01","Europa","True","TRAPPIST-1e",25,"False",0,0,0,0,0,"Gemmark Crueld","True","B",178,"S"
"4511_02","Europa","True","55 Cancri e",48,"False",0,0,0,0,0,"Atrino Crueld","True","B",178,"S"
"4512_01","Mars","False","TRAPPIST-1e",34,"False",849,51,375,0,24,"Yos Stike","False","E",296,"S"
"4514_01","Earth","True","TRAPPIST-1e",16,"False",0,0,0,0,0,"Jacque Cleman","True","G",736,"S"
"4515_01","Earth","False","TRAPPIST-1e",0,"False",0,0,0,0,0,"Lynnie Fryersonis","False","G",739,"P"
"4515_02","Earth","False","55 Cancri e",15,"False",6,1740,2184,0,0,"Samie Fryersonis","True","G",739,"P"
"4516_01","Earth","False","55 Cancri e",37,"False",426,0,2,194,308,"Marky Cleminglas","False","F",848,"S"
"4517_01","Earth","False","TRAPPIST-1e",37,"False",452,0,234,19,1290,"Bara Mcleandez","False","F",849,"S"
"4518_01","Earth","False","TRAPPIST-1e",49,"False",820,1,690,292,13,"Dennya Juartis","False","G",740,"P"
"4521_01","Earth","False","TRAPPIST-1e",18,"False",1,1,0,0,746,"Jessa Oneidson","False","F",929,"P"
"4522_01","Earth","False","TRAPPIST-1e",25,"False",101,32,0,137,633,"Belix Stephend","True","F",850,"S"
"4524_01","Earth","False","PSO J318.5-22",NA,NA,0,116,2048,2,0,"Briane Fulloydez","True","F",930,"P"
"4529_01","Earth","False","55 Cancri e",43,"False",26,132,3,117,555,"Terald Oneiles","False","G",738,"S"
"4530_01","Earth","False","TRAPPIST-1e",20,"False",9,0,157,525,0,"Fanna Leonaldez","False","F",933,"P"
"4531_01","Europa","True","TRAPPIST-1e",54,"False",0,0,0,0,0,"Thabius Stelative","True","C",142,"P"
"4532_01","Earth","True","TRAPPIST-1e",30,"False",0,0,0,0,0,"Lynez Serraynardy","True","G",739,"S"
"4533_01","Europa","True","TRAPPIST-1e",37,"False",0,0,0,0,0,"Sino Anindery","True","B",149,"P"
"4534_01","Earth","False","55 Cancri e",30,"False",60,41,553,1,0,"Carry Floydendley","True","F",851,"S"
"4535_01","Earth","False","TRAPPIST-1e",20,"False",631,93,0,0,0,"Randa Cardners","False","F",934,"P"
"4535_02","Earth","False","TRAPPIST-1e",20,"False",25,0,796,44,44,"Jerrye Cardners","False","G",742,"P"
"4537_01","Earth","False","TRAPPIST-1e",24,"False",0,591,0,0,1560,"Josey Mccard","False","F",852,"S"
"4538_01","Earth","False","TRAPPIST-1e",44,"False",0,121,0,748,0,"Karia Hammons","False","F",935,"P"
"4539_01","Earth","False","55 Cancri e",0,"False",0,0,0,0,0,"Sanda Carterson","True","G",740,"S"
"4539_02","Earth","True","TRAPPIST-1e",15,"False",0,0,0,0,0,"Arla Carterson","True","G",740,"S"
"4542_01","Europa","True","TRAPPIST-1e",19,"False",0,0,0,0,0,"Coxak Sterve","True","B",150,"P"
"4542_02","Europa","True","55 Cancri e",20,"False",0,0,0,0,0,"Arrai Stracary","True","B",150,"P"
"4543_01","Mars","False","PSO J318.5-22",20,"True",14,0,59,1777,0,"Quakes Winie","False","F",936,"P"
"4544_01","Earth","True","TRAPPIST-1e",34,"False",0,0,0,0,0,"Regana Pottney","True","G",743,"P"
"4546_01","Earth",NA,"PSO J318.5-22",17,"False",0,0,0,0,0,"Kenda Bailes","True","G",744,"P"
"4547_01","Earth","False","TRAPPIST-1e",20,"False",0,25,0,0,803,"Warry Navages","True","E",297,"S"
"4549_01","Earth","False","TRAPPIST-1e",42,"False",0,1,0,17,1601,"Leria Woody","False","E",298,"S"
"4550_01","Earth","False","TRAPPIST-1e",28,"False",0,180,516,NA,NA,"Ebonyd Sotond","True","F",853,"S"
"4552_01","Mars","False","TRAPPIST-1e",43,"False",375,103,1990,36,0,"Cinst Bake","True","F",937,"P"
"4553_01","Europa","False","PSO J318.5-22",55,"True",0,102,0,278,5353,"Auvam Watuald","False","C",143,"P"
"4555_01","Earth","False","TRAPPIST-1e",21,"False",29,27,47,694,11,"Claine Wiggs","False","G",743,"S"
"4557_01","Earth","False","TRAPPIST-1e",17,"False",0,656,295,0,35,"Dwin Mirez","False","E",286,"P"
"4558_01","Europa","False","55 Cancri e",54,"False",0,559,0,15238,2799,"Wezna Baleful","False","C",167,"S"
"4559_01","Earth","False","TRAPPIST-1e",25,"False",NA,205,NA,0,549,"Elene Rasmussony","True","F",854,"S"
"4560_01","Earth","False","TRAPPIST-1e",NA,"False",0,57,851,0,0,"Daven Monsoney","True","G",744,"S"
"4561_01","Europa","False","55 Cancri e",45,"False",0,496,0,1940,4195,"Alrair Unhearfus","False","C",168,"S"
"4562_01","Europa","True","TRAPPIST-1e",31,"False",0,0,0,0,0,"Shaton Reedall","True","B",180,"S"
"4563_01","Europa","True","55 Cancri e",19,"False",0,0,0,0,0,"Altanin Switud","True","C",169,"S"
"4564_01","Earth","False","TRAPPIST-1e",30,"False",NA,43,0,0,6,"Tera Merkins","False","G",745,"P"
"4565_01","Earth","False","TRAPPIST-1e",24,"False",191,497,0,0,16,"Paulie Patteraley","False","G",746,"P"
"4567_01","Earth","False","TRAPPIST-1e",NA,"False",0,20,38,359,516,"Marine Flemaney","False","F",939,"P"
"4568_01","Mars","False","TRAPPIST-1e",42,"False",4102,0,36,0,1825,"Ples Pamca","False","F",940,"P"
"4569_01","Europa","True","55 Cancri e",29,"False",0,0,0,0,0,"Wasatan Honchoe","True","B",151,"P"
"4569_02","Europa","False","55 Cancri e",37,"False",0,2235,7,4098,89,"Aldah Honchoe","False","B",151,"P"
"4570_01","Europa","True","TRAPPIST-1e",64,"False",0,0,0,0,0,"","True","C",170,"S"
"4571_01","Earth","True","TRAPPIST-1e",24,"False",0,0,0,0,0,"Ricia Crosbornes","True","G",745,"S"
"4572_01","Earth","False","55 Cancri e",23,"False",42,0,0,765,2,"Fery Gouldensen","False","G",746,"S"
"4573_01","Earth","False","TRAPPIST-1e",22,"False",686,45,16,7,4,"Yolana Stannondez","True","F",856,"S"
"4574_01","Mars","False","TRAPPIST-1e",23,"False",176,493,169,0,1023,"Cank Sad","False","F",857,"S"
"4575_01","Earth","False","TRAPPIST-1e",21,"False",3,65,253,475,0,"Kris Solon","False","F",941,"P"
"4576_01","Earth","False","TRAPPIST-1e",37,"False",661,876,0,3,13,"Fayene Cartz","False","F",942,"P"
"4577_01","Mars","False","TRAPPIST-1e",17,"False",250,0,2179,0,0,"Oss Kha","True","F",858,"S"
"4580_01","Mars","True","TRAPPIST-1e",35,"False",0,0,0,0,0,"Mocake Buko","True","F",860,"S"
"4581_01","Europa","False","TRAPPIST-1e",33,"False",0,4592,0,209,954,"Skatzn Entedraved","True","B",181,"S"
"4581_02","Europa","False","55 Cancri e",37,"False",0,2337,0,204,76,"Neutrin Entedraved","True","B",181,"S"
"4585_01","Europa","False","55 Cancri e",32,"False",0,154,0,5492,1924,"Skatz Wasterivel","False","B",182,"S"
"4586_01","Mars","False","55 Cancri e",31,"False",22,0,NA,1,524,"Goats Emead","False","F",943,"P"
"4587_01","Europa","False","TRAPPIST-1e",NA,"False",0,4020,0,1635,4899,"Asellux Assibler","False","A",42,"P"
"4591_01","Europa","True","55 Cancri e",34,"False",0,0,0,0,0,"Hadyon Coictrazy","True","E",287,"P"
"4592_01","Mars","False","TRAPPIST-1e",9,"False",0,0,0,0,0,"Crunch Carté","True","F",862,"S"
"4592_02","Mars","True","TRAPPIST-1e",25,"False",0,0,0,0,0,"Eal Carté","True","F",862,"S"
"4592_03","Mars","True",NA,29,"False",0,0,0,0,0,"Phios Carté","True","F",862,"S"
"4592_04","Mars","True","TRAPPIST-1e",1,"False",0,0,0,0,0,"Pil Carté","True","F",862,"S"
"4593_01","Earth","False","TRAPPIST-1e",30,"False",1,797,0,10,0,"Toddie Pugherman","True","G",750,"S"
"4594_01","Europa","False","TRAPPIST-1e",64,"False",77,2424,0,3001,127,"Tabius Folhal","False","C",144,"P"
"4594_02","Europa","False","TRAPPIST-1e",31,"False",0,6670,217,625,20336,"Tabiton Folhal","False","C",144,"P"
"4594_03","Europa","False","TRAPPIST-1e",27,"False",267,2802,0,54,77,"Minoton Folhal","True","C",144,"P"
"4594_04","Europa","False","TRAPPIST-1e",NA,"False",0,4516,0,6167,5308,"Furus Coudered","False","C",144,"P"
"4595_01","Europa","True","TRAPPIST-1e",25,"False",0,0,0,0,0,"Alarion Swingse","True","C",145,"P"
"4596_01",NA,"True","TRAPPIST-1e",28,"False",0,0,0,0,0,"Ale Booneid","True","G",751,"S"
"4597_01","Earth","True","TRAPPIST-1e",32,"False",0,0,0,0,0,"Kayd Weavesend","True","G",748,"P"
"4602_01","Earth","False","55 Cancri e",36,"False",0,0,0,725,2,"Jerek Whitakers","False","F",945,"P"
"4603_01","Europa","False","55 Cancri e",26,"False",0,3593,47,19,229,"Hamakan Namsheary","True","C",171,"S"
"4603_02","Europa","False","TRAPPIST-1e",36,"False",1,5234,343,277,12682,"Kabih Namsheary","False","C",171,"S"
"4604_01","Earth","False","TRAPPIST-1e",37,"False",374,1327,10,81,0,"Tancis Wonglasquez","False","G",753,"S"
"4605_01","Earth","False","TRAPPIST-1e",45,"False",0,0,0,774,0,"Agnesa Loway","False","G",750,"P"
"4606_01","Europa","False","TRAPPIST-1e",22,"False",165,36,0,3044,556,"Props Pumpeshaft","False","C",172,"S"
"4606_02","Europa","False","55 Cancri e",24,"False",25,3291,0,6075,179,"Gatrino Pumpeshaft","False","C",172,"S"
"4607_01","Earth","False","PSO J318.5-22",23,"False",0,138,4,412,220,"Ronard Hoppers","False","G",751,"P"
"4608_01","Earth","False","55 Cancri e",31,"False",2,20,1,1026,2,"Colle Maystuarey","True","F",864,"S"
"4609_01","Europa","False","TRAPPIST-1e",37,"False",1,477,0,0,7087,"Algork Amblereld","False","C",173,"S"
"4610_01","Earth","False","TRAPPIST-1e",28,"False",5,0,0,1014,0,"Enryn Alfordonard","False","G",752,"P"
